"","itemset","item1","item2","item3","item4","item5","item6","item7","item8","item9","item10","item11","item12"
"1123",1123,"coffee","frozen vegetables","fish","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1124",1124,"ice cream","frozen meals","frozen vegetables","domestic eggs","grapes",NA,NA,NA,NA,NA,NA,NA
"1125",1125,"coffee","frozen meals","honey","grapes",NA,NA,NA,NA,NA,NA,NA,NA
"1126",1126,"grapes","coffee","fish","honey","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1127",1127,"frozen vegetables","grapes","domestic eggs","fish","cake bar",NA,NA,NA,NA,NA,NA,NA
"1128",1128,"fish","abrasive cleaner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1129",1129,"grapes","frozen meals","coffee","cake bar","fish",NA,NA,NA,NA,NA,NA,NA
"1130",1130,"cake bar","domestic eggs","grapes","baking powder",NA,NA,NA,NA,NA,NA,NA,NA
"1131",1131,"abrasive cleaner","cake bar","domestic eggs","frozen vegetables",NA,NA,NA,NA,NA,NA,NA,NA
"1132",1132,"honey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1133",1133,"abrasive cleaner","fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1134",1134,"grapes","ice cream","frozen vegetables",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1135",1135,"fish","honey","frozen meals","frozen vegetables",NA,NA,NA,NA,NA,NA,NA,NA
"1136",1136,"baking powder","fish","frozen vegetables","frozen meals","butter","domestic eggs",NA,NA,NA,NA,NA,NA
"1137",1137,"fish","cake bar","frozen vegetables","coffee","frozen meals","honey",NA,NA,NA,NA,NA,NA
"1138",1138,"frozen meals","cake bar","domestic eggs","abrasive cleaner",NA,NA,NA,NA,NA,NA,NA,NA
"1139",1139,"fish","butter","frozen meals","ice cream","baking powder",NA,NA,NA,NA,NA,NA,NA
"1140",1140,"domestic eggs","abrasive cleaner","coffee","fish","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1141",1141,"coffee","fish","ice cream","baking powder","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1142",1142,"cake bar","frozen vegetables","baking powder","domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA
"1143",1143,"coffee","butter","baking powder","frozen vegetables","domestic eggs","frozen meals",NA,NA,NA,NA,NA,NA
"1144",1144,"coffee","frozen meals","grapes","butter",NA,NA,NA,NA,NA,NA,NA,NA
"1145",1145,"butter","coffee","domestic eggs","ice cream","frozen vegetables","frozen meals",NA,NA,NA,NA,NA,NA
"1146",1146,"honey","abrasive cleaner","domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1147",1147,"fish","grapes","baking powder","abrasive cleaner","butter",NA,NA,NA,NA,NA,NA,NA
"1148",1148,"honey","abrasive cleaner","coffee","butter","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1149",1149,"frozen vegetables","coffee","baking powder","fish","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1150",1150,"frozen meals","ice cream","domestic eggs","coffee","fish","honey",NA,NA,NA,NA,NA,NA
"1151",1151,"domestic eggs","fish","butter",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1152",1152,"fish","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1153",1153,"coffee","frozen meals","butter","honey",NA,NA,NA,NA,NA,NA,NA,NA
"1154",1154,"frozen meals","grapes","abrasive cleaner","coffee",NA,NA,NA,NA,NA,NA,NA,NA
"1155",1155,"frozen vegetables",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1156",1156,"frozen vegetables","domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1157",1157,"butter","grapes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1158",1158,"abrasive cleaner","domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1159",1159,"coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1160",1160,"baking powder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1161",1161,"coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1162",1162,"abrasive cleaner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1163",1163,"domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1164",1164,"coffee","baking powder","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1165",1165,"butter","honey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1166",1166,"cake bar","frozen vegetables",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1167",1167,"ice cream","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1168",1168,"frozen vegetables","frozen meals","honey","domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA
"1169",1169,"coffee","ice cream","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1170",1170,"frozen meals","frozen vegetables","fish",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1171",1171,"butter","frozen meals","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1172",1172,"fish","frozen meals","ice cream","grapes",NA,NA,NA,NA,NA,NA,NA,NA
"1173",1173,"baking powder","butter","frozen meals","cake bar",NA,NA,NA,NA,NA,NA,NA,NA
"1174",1174,"cake bar","coffee","butter","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1175",1175,"baking powder","cake bar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1176",1176,"butter","fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177",1177,"grapes","frozen vegetables","butter",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1178",1178,"honey","grapes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1179",1179,"baking powder","cake bar","fish",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1180",1180,"fish","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1181",1181,"grapes","butter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1182",1182,"domestic eggs","coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1183",1183,"cake bar","frozen meals","ice cream","honey",NA,NA,NA,NA,NA,NA,NA,NA
"1184",1184,"butter","coffee","abrasive cleaner","ice cream","baking powder","fish","frozen meals",NA,NA,NA,NA,NA
"1185",1185,"ice cream","baking powder","coffee","butter","grapes","frozen meals",NA,NA,NA,NA,NA,NA
"1186",1186,"domestic eggs","coffee","frozen meals","abrasive cleaner","fish","cake bar",NA,NA,NA,NA,NA,NA
"1187",1187,"frozen vegetables","baking powder","cake bar","abrasive cleaner","ice cream","butter",NA,NA,NA,NA,NA,NA
"1188",1188,"baking powder","butter","honey","abrasive cleaner",NA,NA,NA,NA,NA,NA,NA,NA
"1189",1189,"coffee","butter","fish","domestic eggs","baking powder","frozen vegetables","frozen meals",NA,NA,NA,NA,NA
"1190",1190,"frozen vegetables","honey","cake bar","baking powder","butter","frozen meals",NA,NA,NA,NA,NA,NA
"1191",1191,"fish","ice cream","honey","coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1192",1192,"abrasive cleaner","domestic eggs","fish","frozen vegetables",NA,NA,NA,NA,NA,NA,NA,NA
"1193",1193,"coffee","butter","grapes","fish","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1194",1194,"frozen vegetables","baking powder","domestic eggs","butter","abrasive cleaner",NA,NA,NA,NA,NA,NA,NA
"1195",1195,"domestic eggs","ice cream","frozen meals","coffee","fish",NA,NA,NA,NA,NA,NA,NA
"1196",1196,"coffee","butter","baking powder","ice cream","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1197",1197,"baking powder","cake bar","butter","fish","coffee","frozen meals",NA,NA,NA,NA,NA,NA
"1198",1198,"domestic eggs","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1199",1199,"honey","abrasive cleaner","frozen vegetables","butter",NA,NA,NA,NA,NA,NA,NA,NA
"1200",1200,"butter","frozen vegetables","baking powder",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1201",1201,"frozen vegetables","baking powder","grapes","butter","coffee","honey","frozen meals",NA,NA,NA,NA,NA
"1202",1202,"butter","fish","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1203",1203,"honey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1204",1204,"cake bar","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1205",1205,"ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1206",1206,"frozen vegetables","ice cream","honey","cake bar",NA,NA,NA,NA,NA,NA,NA,NA
"1207",1207,"ice cream","baking powder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1208",1208,"coffee","cake bar","frozen vegetables","baking powder","butter","frozen meals",NA,NA,NA,NA,NA,NA
"1209",1209,"coffee","fish","frozen meals","honey","abrasive cleaner","grapes",NA,NA,NA,NA,NA,NA
"1210",1210,"baking powder","frozen vegetables","honey","coffee","frozen meals","butter",NA,NA,NA,NA,NA,NA
"1211",1211,"frozen vegetables","frozen meals","butter","baking powder",NA,NA,NA,NA,NA,NA,NA,NA
"1212",1212,"grapes","frozen vegetables","baking powder","frozen meals","butter",NA,NA,NA,NA,NA,NA,NA
"1213",1213,"frozen vegetables","butter","coffee","abrasive cleaner","ice cream","fish","frozen meals",NA,NA,NA,NA,NA
"1214",1214,"frozen vegetables","coffee","fish","grapes","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1215",1215,"fish","frozen meals","butter","ice cream",NA,NA,NA,NA,NA,NA,NA,NA
"1216",1216,"baking powder","coffee","butter","grapes","cake bar","frozen meals",NA,NA,NA,NA,NA,NA
"1217",1217,"baking powder","butter","grapes","frozen vegetables","cake bar","frozen meals","ice cream",NA,NA,NA,NA,NA
"1218",1218,"ice cream","grapes","honey","butter","cake bar",NA,NA,NA,NA,NA,NA,NA
"1219",1219,"honey","ice cream","grapes","domestic eggs","butter","frozen vegetables","baking powder",NA,NA,NA,NA,NA
"1220",1220,"fish","butter","baking powder","frozen meals","frozen vegetables","coffee",NA,NA,NA,NA,NA,NA
"1221",1221,"cake bar","butter","frozen meals","ice cream","honey",NA,NA,NA,NA,NA,NA,NA
"1222",1222,"coffee","baking powder","frozen vegetables","abrasive cleaner","butter","frozen meals",NA,NA,NA,NA,NA,NA
"1223",1223,"cake bar","grapes","coffee","frozen vegetables","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1224",1224,"butter","coffee","baking powder","frozen vegetables","honey","frozen meals",NA,NA,NA,NA,NA,NA
"1225",1225,"grapes","frozen meals","coffee","fish","frozen vegetables",NA,NA,NA,NA,NA,NA,NA
"1226",1226,"coffee","fish","ice cream","grapes","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1227",1227,"ice cream","frozen vegetables","frozen meals","coffee","grapes",NA,NA,NA,NA,NA,NA,NA
"1228",1228,"abrasive cleaner","ice cream","grapes","coffee","baking powder","frozen meals",NA,NA,NA,NA,NA,NA
"1229",1229,"frozen meals","butter","coffee","ice cream","abrasive cleaner","frozen vegetables",NA,NA,NA,NA,NA,NA
"1230",1230,"domestic eggs","fish","cake bar","baking powder","coffee","butter","frozen meals",NA,NA,NA,NA,NA
"1231",1231,"fish","grapes","butter","frozen meals","ice cream","cake bar",NA,NA,NA,NA,NA,NA
"1232",1232,"frozen meals","butter","baking powder","coffee",NA,NA,NA,NA,NA,NA,NA,NA
"1233",1233,"abrasive cleaner","butter","coffee","honey","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1234",1234,"frozen meals","fish","frozen vegetables","coffee","cake bar","baking powder",NA,NA,NA,NA,NA,NA
"1235",1235,"butter","fish","abrasive cleaner","cake bar","ice cream","coffee","frozen meals",NA,NA,NA,NA,NA
"1236",1236,"abrasive cleaner","cake bar","grapes","frozen vegetables","baking powder","butter",NA,NA,NA,NA,NA,NA
"1237",1237,"grapes","baking powder","cake bar","butter","frozen meals","frozen vegetables",NA,NA,NA,NA,NA,NA
"1238",1238,"fish","frozen meals","coffee","frozen vegetables",NA,NA,NA,NA,NA,NA,NA,NA
"1239",1239,"frozen vegetables","abrasive cleaner","cake bar","frozen meals","coffee",NA,NA,NA,NA,NA,NA,NA
"1240",1240,"coffee","cake bar","fish","frozen meals","honey",NA,NA,NA,NA,NA,NA,NA
"1241",1241,"butter","fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1242",1242,"butter","grapes","baking powder",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1243",1243,"frozen meals","cake bar","frozen vegetables","butter",NA,NA,NA,NA,NA,NA,NA,NA
"1244",1244,"honey","abrasive cleaner","fish",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1245",1245,"baking powder","butter","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1246",1246,"baking powder","fish","domestic eggs","cake bar","butter",NA,NA,NA,NA,NA,NA,NA
"1247",1247,"ice cream","baking powder","butter",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1248",1248,"frozen vegetables","ice cream","frozen meals","honey",NA,NA,NA,NA,NA,NA,NA,NA
"1249",1249,"butter","frozen meals","coffee",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1250",1250,"honey","cake bar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1251",1251,"ice cream","fish","domestic eggs","honey",NA,NA,NA,NA,NA,NA,NA,NA
"1252",1252,"butter","baking powder","cake bar","ice cream","frozen vegetables",NA,NA,NA,NA,NA,NA,NA
"1253",1253,"coffee","baking powder","fish","butter","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1254",1254,"abrasive cleaner","honey","frozen vegetables","fish","ice cream",NA,NA,NA,NA,NA,NA,NA
"1255",1255,"butter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1256",1256,"butter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1257",1257,"abrasive cleaner","coffee","fish","butter","ice cream","baking powder","frozen meals",NA,NA,NA,NA,NA
"1258",1258,"grapes","butter","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1259",1259,"butter","coffee","baking powder","fish","frozen vegetables","frozen meals",NA,NA,NA,NA,NA,NA
"1260",1260,"abrasive cleaner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1261",1261,"ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1262",1262,"baking powder","butter","domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1263",1263,"butter","grapes","baking powder","cake bar","fish",NA,NA,NA,NA,NA,NA,NA
"1264",1264,"baking powder","butter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1265",1265,"butter","grapes","baking powder",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1266",1266,"ice cream","grapes","domestic eggs","honey","fish",NA,NA,NA,NA,NA,NA,NA
"1267",1267,"butter","baking powder","domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1268",1268,"grapes","ice cream","fish",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1269",1269,"abrasive cleaner","domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1270",1270,"frozen vegetables","domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1271",1271,"frozen meals","butter","frozen vegetables","abrasive cleaner","ice cream",NA,NA,NA,NA,NA,NA,NA
"1272",1272,"fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1273",1273,"baking powder","abrasive cleaner","grapes","cake bar","butter","coffee","frozen meals",NA,NA,NA,NA,NA
"1274",1274,"butter","abrasive cleaner","coffee","domestic eggs","baking powder","frozen meals",NA,NA,NA,NA,NA,NA
"1275",1275,"cake bar","butter","grapes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1276",1276,"baking powder","coffee","butter","abrasive cleaner","fish","frozen meals",NA,NA,NA,NA,NA,NA
"1277",1277,"frozen meals","baking powder","coffee","butter","ice cream",NA,NA,NA,NA,NA,NA,NA
"1278",1278,"domestic eggs","grapes","butter","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1279",1279,"honey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1280",1280,"frozen meals","cake bar","grapes","butter",NA,NA,NA,NA,NA,NA,NA,NA
"1281",1281,"frozen vegetables",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1282",1282,"ice cream","abrasive cleaner","grapes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1283",1283,"butter","coffee","frozen vegetables","cake bar","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1284",1284,"grapes","honey","fish","ice cream",NA,NA,NA,NA,NA,NA,NA,NA
"1285",1285,"frozen meals","fish","frozen vegetables","cake bar",NA,NA,NA,NA,NA,NA,NA,NA
"1286",1286,"grapes","domestic eggs","cake bar",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1287",1287,"baking powder","grapes","fish","butter",NA,NA,NA,NA,NA,NA,NA,NA
"1288",1288,"abrasive cleaner","butter","frozen vegetables","grapes","domestic eggs",NA,NA,NA,NA,NA,NA,NA
"1289",1289,"domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1290",1290,"honey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1291",1291,"butter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1292",1292,"honey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1293",1293,"ice cream","grapes","abrasive cleaner","honey","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1294",1294,"frozen vegetables","frozen meals","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1295",1295,"butter","coffee","domestic eggs","baking powder","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1296",1296,"frozen vegetables","domestic eggs","abrasive cleaner","honey","fish",NA,NA,NA,NA,NA,NA,NA
"1297",1297,"coffee","ice cream","butter","frozen vegetables","domestic eggs","fish","frozen meals",NA,NA,NA,NA,NA
"1298",1298,"coffee","butter","baking powder","domestic eggs","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1299",1299,"cake bar","ice cream","abrasive cleaner","frozen vegetables",NA,NA,NA,NA,NA,NA,NA,NA
"1300",1300,"domestic eggs","cake bar","baking powder","butter","frozen vegetables",NA,NA,NA,NA,NA,NA,NA
"1301",1301,"coffee","abrasive cleaner","frozen vegetables","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1302",1302,"butter","ice cream","grapes","baking powder","coffee","frozen meals",NA,NA,NA,NA,NA,NA
"1303",1303,"butter","frozen meals","ice cream","baking powder",NA,NA,NA,NA,NA,NA,NA,NA
"1304",1304,"abrasive cleaner","fish","honey",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1305",1305,"cake bar","grapes","butter",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1306",1306,"frozen meals","domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1307",1307,"frozen vegetables","butter","fish","baking powder",NA,NA,NA,NA,NA,NA,NA,NA
"1308",1308,"fish","cake bar","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1309",1309,"coffee","frozen vegetables","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1310",1310,"fish","butter","coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1311",1311,"frozen meals","fish","cake bar",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1312",1312,"grapes","honey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1313",1313,"baking powder","domestic eggs","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1314",1314,"cake bar","baking powder","butter","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1315",1315,"butter","ice cream","baking powder",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1316",1316,"baking powder","butter","abrasive cleaner","coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1317",1317,"fish","abrasive cleaner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1318",1318,"grapes","butter","frozen vegetables","fish",NA,NA,NA,NA,NA,NA,NA,NA
"1319",1319,"baking powder","grapes","frozen meals","butter",NA,NA,NA,NA,NA,NA,NA,NA
"1320",1320,"frozen vegetables","coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1321",1321,"frozen meals","domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1322",1322,"abrasive cleaner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1323",1323,"coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1324",1324,"butter","coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1325",1325,"grapes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1326",1326,"grapes","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1327",1327,"frozen vegetables","frozen meals","cake bar","ice cream",NA,NA,NA,NA,NA,NA,NA,NA
"1328",1328,"abrasive cleaner","frozen vegetables","butter","baking powder","ice cream",NA,NA,NA,NA,NA,NA,NA
"1329",1329,"grapes","baking powder","butter","coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1330",1330,"domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1331",1331,"cake bar","frozen meals","ice cream","baking powder","coffee",NA,NA,NA,NA,NA,NA,NA
"1332",1332,"baking powder","coffee","ice cream","cake bar","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1333",1333,"grapes","baking powder","frozen meals","ice cream",NA,NA,NA,NA,NA,NA,NA,NA
"1334",1334,"butter","frozen meals","grapes","ice cream","baking powder",NA,NA,NA,NA,NA,NA,NA
"1335",1335,"ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1336",1336,"abrasive cleaner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1337",1337,"coffee","grapes","honey","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1338",1338,"cake bar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1339",1339,"cake bar","butter","ice cream","baking powder",NA,NA,NA,NA,NA,NA,NA,NA
"1340",1340,"grapes","butter","fish","coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1341",1341,"ice cream","domestic eggs","butter","baking powder",NA,NA,NA,NA,NA,NA,NA,NA
"1342",1342,"coffee","butter","baking powder","honey","frozen vegetables","frozen meals",NA,NA,NA,NA,NA,NA
"1343",1343,"fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1344",1344,"grapes","butter","baking powder",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1345",1345,"honey","grapes","coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1346",1346,"honey","butter","frozen vegetables","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1347",1347,"coffee","honey","butter","ice cream","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1348",1348,"fish","abrasive cleaner","honey",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1349",1349,"cake bar","grapes","frozen vegetables","coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1350",1350,"cake bar","butter","domestic eggs","grapes","frozen vegetables",NA,NA,NA,NA,NA,NA,NA
"1351",1351,"frozen meals","baking powder","frozen vegetables","ice cream",NA,NA,NA,NA,NA,NA,NA,NA
"1352",1352,"grapes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1353",1353,"butter","grapes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1354",1354,"honey","grapes","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1355",1355,"cake bar","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1356",1356,"fish","butter","domestic eggs","cake bar","frozen vegetables",NA,NA,NA,NA,NA,NA,NA
"1357",1357,"baking powder","fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1358",1358,"butter","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1359",1359,"fish","baking powder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1360",1360,"abrasive cleaner","frozen meals","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1361",1361,"baking powder","ice cream","frozen vegetables",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1362",1362,"abrasive cleaner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1363",1363,"domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1364",1364,"baking powder","grapes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1365",1365,"abrasive cleaner","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1366",1366,"coffee","cake bar","domestic eggs","frozen meals","baking powder",NA,NA,NA,NA,NA,NA,NA
"1367",1367,"domestic eggs","ice cream","coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1368",1368,"abrasive cleaner","butter","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1369",1369,"coffee","fish","baking powder","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1370",1370,"baking powder","domestic eggs","frozen meals","grapes",NA,NA,NA,NA,NA,NA,NA,NA
"1371",1371,"butter","frozen meals","fish",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1372",1372,"cake bar","baking powder","frozen meals","grapes","fish",NA,NA,NA,NA,NA,NA,NA
"1373",1373,"frozen meals","frozen vegetables","butter",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1374",1374,"frozen vegetables","abrasive cleaner","cake bar","ice cream",NA,NA,NA,NA,NA,NA,NA,NA
"1375",1375,"coffee","frozen vegetables","fish","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1376",1376,"ice cream","frozen meals","frozen vegetables","domestic eggs","grapes",NA,NA,NA,NA,NA,NA,NA
"1377",1377,"coffee","frozen meals","honey","grapes",NA,NA,NA,NA,NA,NA,NA,NA
"1378",1378,"grapes","coffee","fish","honey","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1379",1379,"frozen vegetables","grapes","domestic eggs","fish","cake bar",NA,NA,NA,NA,NA,NA,NA
"1380",1380,"fish","abrasive cleaner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1381",1381,"grapes","frozen meals","coffee","cake bar","fish",NA,NA,NA,NA,NA,NA,NA
"1382",1382,"cake bar","domestic eggs","grapes","baking powder",NA,NA,NA,NA,NA,NA,NA,NA
"1383",1383,"abrasive cleaner","cake bar","domestic eggs","frozen vegetables",NA,NA,NA,NA,NA,NA,NA,NA
"1384",1384,"honey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1385",1385,"abrasive cleaner","fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1386",1386,"grapes","ice cream","frozen vegetables",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1387",1387,"fish","honey","frozen meals","frozen vegetables",NA,NA,NA,NA,NA,NA,NA,NA
"1388",1388,"baking powder","fish","frozen vegetables","frozen meals","butter","domestic eggs",NA,NA,NA,NA,NA,NA
"1389",1389,"fish","cake bar","frozen vegetables","coffee","frozen meals","honey",NA,NA,NA,NA,NA,NA
"1390",1390,"frozen meals","cake bar","domestic eggs","abrasive cleaner",NA,NA,NA,NA,NA,NA,NA,NA
"1391",1391,"fish","butter","frozen meals","ice cream","baking powder",NA,NA,NA,NA,NA,NA,NA
